"","Precentral_L","Precentral_R","Frontal_Sup_L","Frontal_Sup_R","Frontal_Sup_Orb_L","Frontal_Sup_Orb_R","Frontal_Mid_L","Frontal_Mid_R","Frontal_Mid_Orb_L","Frontal_Mid_Orb_R","Frontal_Inf_Oper_L","Frontal_Inf_Oper_R","Frontal_Inf_Tri_L","Frontal_Inf_Tri_R","Frontal_Inf_Orb_L","Frontal_Inf_Orb_R","Rolandic_Oper_L","Rolandic_Oper_R","Supp_Motor_Area_L","Supp_Motor_Area_R","Olfactory_L","Olfactory_R","Frontal_Sup_Medial_L","Frontal_Sup_Medial_R","Frontal_Med_Orb_L","Frontal_Med_Orb_R","Rectus_L","Rectus_R","Insula_L","Insula_R","Cingulum_Ant_L","Cingulum_Ant_R","Cingulum_Mid_L","Cingulum_Mid_R","Cingulum_Post_L","Cingulum_Post_R","Hippocampus_L","Hippocampus_R","ParaHippocampal_L","ParaHippocampal_R","Amygdala_L","Amygdala_R","Calcarine_L","Calcarine_R","Cuneus_L","Cuneus_R","Lingual_L","Lingual_R","Occipital_Sup_L","Occipital_Sup_R","Occipital_Mid_L","Occipital_Mid_R","Occipital_Inf_L","Occipital_Inf_R","Fusiform_L","Fusiform_R","Postcentral_L","Postcentral_R","Parietal_Sup_L","Parietal_Sup_R","Parietal_Inf_L","Parietal_Inf_R","SupraMarginal_L","SupraMarginal_R","Angular_L","Angular_R","Precuneus_L","Precuneus_R","Paracentral_Lobule_L","Paracentral_Lobule_R","Caudate_L","Caudate_R","Putamen_L","Putamen_R","Pallidum_L","Pallidum_R","Thalamus_L","Thalamus_R","Heschl_L","Heschl_R","Temporal_Sup_L","Temporal_Sup_R","Temporal_Pole_Sup_L","Temporal_Pole_Sup_R","Temporal_Mid_L","Temporal_Mid_R","Temporal_Pole_Mid_L","Temporal_Pole_Mid_R","Temporal_Inf_L","Temporal_Inf_R","Cerebelum_Crus1_L","Cerebelum_Crus1_R","Cerebelum_Crus2_L","Cerebelum_Crus2_R","Cerebelum_3_L","Cerebelum_3_R","Cerebelum_4_5_L","Cerebelum_4_5_R","Cerebelum_6_L","Cerebelum_6_R","Cerebelum_7b_L","Cerebelum_7b_R","Cerebelum_8_L","Cerebelum_8_R","Cerebelum_9_L","Cerebelum_9_R","Cerebelum_10_L","Cerebelum_10_R","Vermis_1_2","Vermis_3","Vermis_4_5","Vermis_6","Vermis_7","Vermis_8","Vermis_9","Vermis_10"
"Precentral_L",1,0.720482178842179,0.065874377514092,-0.058132011503193,-0.207218044465951,-0.116007723763145,0.0286568315419036,0.0994986483133357,-0.0202678048907523,0.0932174172054359,0.474194153582868,0.390697705749522,0.384068255914141,0.230323791002174,0.156140782898462,0.142523578737765,0.476119073493955,0.451943760382843,0.426233241542981,0.430645445495543,-0.25302510035416,-0.211667804134275,-0.25085863808841,-0.278935243472987,-0.248871978084864,-0.257419468990192,-0.126349534927694,-0.196352447279387,0.17216206945091,0.222885509369787,-0.241050195348091,-0.224307349022557,0.0994641631889532,0.157849015801573,-0.25922289904527,-0.285061567007618,-0.246774143286112,-0.0582793994389816,-0.150365253455979,-0.0686382834439573,0.0354255524257064,0.14060802160717,-0.0724293861621505,-0.176329939501485,-0.293794505601626,-0.179297899213636,-0.0812343750663018,-0.0594186707852469,-0.206343593331146,-0.101258303174883,-0.203769411618664,-0.0734728312760588,-0.0103625886863891,0.145071345331986,0.0169514266874782,0.066231700067048,0.774432902735754,0.594669470829659,0.226827367316053,0.196831729900059,0.323902749830422,0.119215353648121,0.519733274572298,0.307978384124493,-0.186575058432458,-0.164609755345807,-0.151343192796998,-0.149324156643781,0.40563434723384,0.309021346096174,-0.155680563475329,-0.0676015991217035,0.167262308229377,0.309929488825404,-0.0327791344981157,0.236575207792948,-0.197083730142278,-0.166326709946588,0.169633576957,0.306013347784295,0.280455809740885,0.377939884193568,0.216086372689652,0.303077097764214,0.130197724607056,0.118397308708828,0.0482249833192328,0.183646373020606,0.000944049408201766,0.226869912533007,-0.0580018873687435,-0.0127492361196028,-0.274466466347249,-0.122820564474904,-0.353564188167517,-0.397450181270881,-0.299844921247623,-0.106205637271726,-0.0887512677587358,0.0525945013645108,-0.151401246190382,-0.13828645919706,-0.0911951988770734,0.035619876350153,-0.395837917757918,-0.306320232271603,-0.312776087638707,-0.135674857541524,-0.254049608531194,-0.261195769882744,-0.216388379139423,-0.108852253356195,-0.194303233636942,-0.133660059159191,-0.229194871908407,-0.359573332912172
"Precentral_R",0.720482178842179,1,-0.0503350355560878,-0.0630196317972724,-0.235112921642307,-0.0609777577714791,-0.202139870895818,0.0879793266166679,-0.0999100843826338,0.0621806653084336,0.289921699251717,0.431810935127646,0.109971625303911,0.158772578009225,-0.0510854188297851,0.045356739660661,0.536124124967253,0.700294282276565,0.483451854877028,0.579646104923091,-0.348602132586199,-0.205660282812932,-0.273252455091891,-0.298504434365643,-0.31780327359414,-0.267122062120195,-0.189412018497021,-0.188505737549802,0.170929929212337,0.336427143794105,-0.203449235826776,-0.179057777484988,0.17490248106447,0.303040089828689,-0.350840823442642,-0.361567162992186,-0.202132546376615,0.0102690902987303,-0.147192499257376,-0.00655960128087418,0.0868039081965272,0.277960431699157,-0.0630576949304177,-0.176720552660751,-0.367760419037688,-0.243456747889387,-0.0535218500064582,-0.0583003010929218,-0.239467724228873,-0.184170804404026,-0.276964389087883,-0.238121911552062,-0.0586680175949159,0.0139622350257092,0.0291251205466331,0.0690593412561317,0.777191764023739,0.717647763155621,0.0786047443242868,0.13726320957506,0.052342143530338,0.10397638525714,0.498068796206798,0.425312163069791,-0.343930304305427,-0.301581628467171,-0.314028092401401,-0.258500682673606,0.349800714019512,0.424023989152638,-0.23798968295299,-0.102087532005926,0.201174720429545,0.395008635968506,-0.109977509515027,0.298154212620397,-0.158455718081129,-0.0458028960952066,0.289461412686344,0.490040281674153,0.416663757956072,0.517258888358107,0.112373197751248,0.273831249163753,0.0906999173307438,0.0517127393794391,0.02657842190855,0.206631000438577,-0.0741411982095758,0.158648752578048,0.0313707372248757,-0.131978482617989,-0.230140502194724,-0.179929594622032,-0.235074053809479,-0.2703249301785,-0.204496713402524,-0.110507852606907,0.0551371137497341,0.072357101209584,-0.137008061253546,-0.164164811960692,-0.0114728836819392,-0.0382471217803184,-0.280936794826535,-0.264556406544795,-0.105098871579152,-0.142384648346311,-0.168762722046278,-0.182723353483782,-0.252401404926142,0.00964953668124019,-0.139912800251944,-0.0649471225204651,-0.166504036526995,-0.275507863916602
"Frontal_Sup_L",0.065874377514092,-0.0503350355560878,1,0.0196515908659449,0.357404124587635,-0.0301182797950512,0.715000567533522,-0.140244356722133,0.406851059644594,-0.110901915066092,0.301517409887049,-0.103854485456751,0.361460844195305,-0.0469017193607218,0.462819681733386,0.160588287990882,-0.0284822604394959,-0.0108262481977645,0.243037713222531,0.00168422763565701,-0.0377949786152438,-0.0624131327349693,0.639605345900864,0.332271756580801,0.258343232299752,0.140247337486325,0.148731225482987,0.086674923506718,0.0673859733258727,0.0063016135366941,0.362108949440759,0.17267176061194,0.222993558144996,0.0200862713631495,0.231518250535991,0.0664672365876169,-0.116895618080193,-0.215238003400627,-0.112008071109636,-0.12443340685919,-0.0879730503019595,-0.0543919337618691,-0.0246112940706242,-0.0454127198460588,-0.124916685274807,-0.14548450626274,-0.073678378864085,-0.163951535935479,-0.325490942449775,-0.18051948870225,-0.0244478988802932,-0.111813505685513,-0.00450536241104652,0.0894545562537755,-0.252773041281697,-0.332768289081042,-0.108273398565891,-0.167427087236109,-0.103423859541704,-0.302074147171461,0.232733168620982,-0.0624162043289765,0.0394688007640358,-0.082945723438615,0.541158198308099,0.121165906640951,0.0184665727998548,-0.250383190735041,-0.150449326720577,-0.216221588722356,0.169752504680247,0.0855806227302685,0.154019942439319,-0.036556893323927,0.148191005569284,-0.0447664223970968,-0.024127807326397,-0.191816808002714,0.00378275062196651,0.00689705051723039,-0.0724120787979715,0.0175936450926358,0.302645843381001,-0.014663591178143,0.262739510935443,0.124797401630748,0.176324440890911,0.154781747483319,0.0850895212463894,0.00380663491672745,-0.210066820501594,0.11468434546507,-0.157679678769516,0.162488212779055,-0.30059463877313,-0.330651171409677,-0.254562184367282,-0.287721670657209,-0.250580095193202,-0.175073074502799,-0.303274041134065,0.0384308267277932,-0.280308038361988,-0.114088104354309,-0.33166275682767,-0.180553300288767,-0.315444348095647,-0.214211046380067,-0.289994979886852,-0.294797177082727,-0.163942408257981,-0.252397193028564,-0.241646764437148,-0.219111597258848,-0.24101520947769,-0.334323984356285
"Frontal_Sup_R",-0.058132011503193,-0.0630196317972724,0.0196515908659449,1,0.0530930896803844,0.432898522439363,0.199756887578958,0.691622636607448,0.057649481606559,0.480195198058455,0.0418890627743128,0.177819904833074,0.0210716484921613,0.310893172705052,-0.0519652116954074,0.353327470736921,-0.339387466074037,-0.229931812555564,0.00815487984357358,0.195256130398664,-0.114483429908851,0.134105626664488,0.143334791874463,0.470821883946581,0.146331495061264,0.329013760940783,0.0121892002543585,0.202651414878421,-0.202288631124461,-0.0207410302008515,0.0494588288676692,0.391919385939209,-0.0462925424799883,0.356843396834262,-0.0635604471083169,0.142693645246019,-0.48672547747065,-0.161976679483099,-0.416719599963813,-0.18249082547646,-0.347358756729076,-0.0829456880427588,-0.170097882375535,-0.211026355667599,-0.169110987179755,0.00846800088379774,-0.180481093227317,-0.0989744842488611,-0.133846640089634,0.127360520096266,-0.0304830042708466,0.165762444950905,-0.163230007523059,-0.0981617335735697,-0.349139383161766,-0.156302393147699,-0.129500124540202,0.143318973737554,0.0996605636473221,0.45882279938429,0.0437813441527316,0.511728639687098,-0.226697012114591,0.121305518842798,-0.113789509356535,0.545679263063059,0.0548424461490522,0.262358186009423,0.0204650158474447,0.0939387584398435,-0.0508073980499183,0.272089342216864,-0.0978486035175224,0.0595904488207266,-0.00576376923493828,0.149515303465448,-0.18741472257473,0.0892572880672363,-0.258694636089816,-0.265915343474101,-0.386981097783272,-0.132148312067706,-0.248496349054496,-0.0409630493500303,-0.287174698574208,0.136033582430481,-0.118229979642257,0.0576628713538414,-0.426671593083544,0.367520063775678,0.10314032504566,-0.231607732539805,0.0998908268355328,-0.190852455506722,-0.330298939198245,-0.276400999630997,-0.350161821327207,-0.291137314695322,-0.22520483266611,-0.273116539771593,-0.109213072481126,-0.160873895516115,-0.251387596447254,-0.190906839739843,-0.247457021630187,-0.248354457406149,-0.226689162143114,-0.273167294378327,-0.280571175983194,-0.366971398017783,-0.14666953053419,-0.0502341977202347,-0.114867229032951,-0.176336601399207,-0.137427846247166,-0.25174448399735
"Frontal_Sup_Orb_L",-0.207218044465951,-0.235112921642307,0.357404124587635,0.0530930896803844,1,0.354973985200058,0.248416938598947,-0.0549533812276069,0.542006745361738,0.148856288389694,-0.102885985113775,-0.216697122804833,0.0608349341080981,-0.101443806123078,0.280151319810088,0.0228332522573094,-0.283392962081971,-0.232103814987986,-0.172854654214907,-0.267267866157801,0.486479901006571,0.348941042205791,0.36498977444365,0.18030789996249,0.68464513049339,0.564224395426146,0.771904098347013,0.655057625576239,-0.335760338211687,-0.186017217338116,0.272857776252827,0.160189749573397,0.139377270775233,0.0211450655475241,0.393008204800014,0.326897752064805,0.00281732228393829,-0.179119100257901,0.128623504144774,0.162485665341579,-0.0841199770104191,-0.10590467574313,0.0758524688862948,-0.0586580169999076,0.0304438511946774,-0.0784966211549865,-0.00205687837182929,-0.0382116083230406,-0.218446990318714,-0.183825165723194,-0.0459039828179425,-0.0965135583764817,0.0289811948126207,-0.0441337894445053,-0.0897998641261918,-0.171100675467722,-0.281834487109935,-0.235779199146082,-0.0854954797284998,-0.181116142225468,-0.0458580173776018,-0.0695789062307722,-0.24124390310747,-0.263366365291403,0.462875634213696,0.279006771727425,0.24190359656484,0.0963644869088671,-0.0561376679410545,-0.052245754091247,0.0958649045321577,0.0518144055913769,-0.142272059127009,-0.230851726572024,-0.0942614090401702,-0.22236725277649,0.0677239285252975,-0.0353120699041643,-0.102292926580066,-0.150125130391008,-0.235349766885181,-0.173424283212829,-0.02682063155438,-0.15174612654893,-0.052953803706319,0.0501376729930206,0.210098367471647,0.172068346887465,0.0272157659199083,-0.124513319548268,-0.320564164827679,-0.196546589437284,-0.18087085866535,-0.0245015068140643,-0.134325260725647,-0.0758106830324844,-0.00655879801865539,-0.239136366219523,-0.262015210696008,-0.326888995031038,-0.272030073593416,-0.0792885625827982,-0.276166948785438,-0.3630609607805,-0.0382433339262053,-0.00828000666587041,-0.0184497374008044,-0.164236156473047,-0.115300386607392,-0.0268280793615138,0.13520406036,-0.237443781158944,-0.266089767871002,-0.293321839867335,-0.0655137503184387,-0.105107634003931
"Frontal_Sup_Orb_R",-0.116007723763145,-0.0609777577714791,-0.0301182797950512,0.432898522439363,0.354973985200058,1,0.127408667467101,0.578844262285682,0.421208901871988,0.778216820248249,0.129174781797171,0.298830475645721,0.20290317094836,0.407152009371565,0.228942162369275,0.422201349147115,-0.243500223726445,-0.154717879646359,-0.0694116683874725,-0.00782570867345072,0.16767831983626,0.378062098655023,0.0947956435414379,0.221211841023101,0.0731033748943387,0.47880591942079,0.162421841442798,0.514124038218228,-0.191690568804161,0.00782378954147001,0.0220784059690187,0.34156130429917,-0.0944535267875286,0.135544899475954,-0.0925198063031396,0.00967543570497012,-0.424798246883037,-0.306361555132045,-0.284083550111169,-0.189402043022036,-0.248797393905907,-0.0980048216865466,-0.269257863729233,-0.305328488928438,-0.176516110082889,-0.0600615208591281,-0.229663950278971,-0.261651609441005,-0.0599401776137627,0.0871569444232467,0.00150901574599785,-0.00373243369947847,-0.0518037011152828,-0.0859507916236954,-0.240373707146653,-0.142371030521077,-0.16382656856165,0.168710507074544,0.0365374441796546,0.351859022730226,0.165902592497717,0.467624806548574,-0.157352535895228,0.169663674400406,-0.017762792417718,0.285394366889698,-0.122339082426346,0.0697903751930081,-0.035101693351047,0.121945904700444,-0.0200834593115391,0.263296551978533,-0.0755902001182604,0.00817924190770168,-0.0239140834358435,0.0274591841836129,-0.175976008241145,0.0628500541188302,-0.233876812451309,-0.184930189501341,-0.283819394965733,-0.0992083850880743,-0.148687329542491,-0.0426237703143791,-0.268453303024129,0.0223451630430412,-0.0519207374309895,0.00906476285795861,-0.201287923377349,0.192479157069076,0.0468870660910401,-0.132129435680941,0.0937843328495381,-0.111155071179735,-0.280599371946765,-0.197485509211543,-0.315786721693519,-0.325971954814029,-0.249881943644819,-0.261728734063333,-0.0390994942239508,-0.0961160445730204,-0.130657565516828,-0.243447188930737,-0.205032704216284,-0.253086796091391,-0.164223504150033,-0.356424843900685,-0.166446525971696,-0.2608983473579,-0.255433658937947,-0.285743062991531,-0.101356368435671,-0.214037549673357,-0.0568637846037009,-0.131415528536432
"Frontal_Mid_L",0.0286568315419036,-0.202139870895818,0.715000567533522,0.199756887578958,0.248416938598947,0.127408667467101,1,0.245013244911854,0.514525764108953,0.159331577941134,0.399014688615547,0.0490458015251893,0.53884312557137,0.128313721750526,0.500735426008505,0.221803846392066,-0.0559174652148205,-0.130908894711586,0.126990680016296,-0.0908773393584708,-0.0129701948296296,0.11846549589933,0.489653313920253,0.309112189455443,0.173912273069185,0.11622479192652,0.00421042067517887,0.132841634251458,0.133193213989766,-0.00958347332364802,0.328484154511498,0.337175396926838,0.187319208653702,0.123643970962982,0.0899611203977245,0.00475032282054079,-0.329322352550633,-0.290513876313372,-0.344280094689758,-0.36795864894225,-0.252104283792519,-0.266445445420062,-0.212906690303191,-0.206220303546678,-0.123560321831277,-0.111129919161073,-0.205109199115625,-0.279923016076134,-0.280749161201749,-0.0967763860330379,0.0449305535097337,-0.0574368242353869,-0.0297694356016151,0.00619587380923561,-0.394750393328349,-0.396688021647459,-0.21328968705943,-0.250469713203616,0.0621169934191631,-0.13482452644712,0.493448566999515,0.190787585759299,0.0714303151586743,0.016807764710183,0.44423516158701,0.264709510198876,0.0627440739581019,-0.119159385329348,-0.209650446254041,-0.2903895457173,0.282215110125227,0.255293707704586,0.0958503559394653,-0.0809598487188231,0.170522177134788,-0.0605496313695958,-0.0469461293674237,-0.173079801062339,-0.0730691816481106,-0.148721363447947,-0.12928654793831,-0.0647992012155378,0.179753483444212,-0.101816441649388,0.0287356605332465,0.0150524887672839,-0.0958299060546527,-0.153757405558625,-0.0713442763307948,0.00680264842368793,-0.0680605559303096,0.167504489167375,0.0275000372039091,0.186087774431308,-0.386522176913135,-0.342574628938101,-0.42708630311074,-0.39668140708344,-0.297539218388418,-0.22970054626057,-0.132035005528543,0.104482529449711,-0.249574756772134,-0.0764094296603757,-0.389977674171741,-0.265163550328664,-0.347054000514609,-0.233213469526386,-0.313596834803554,-0.396791267471902,-0.357750685491838,-0.276802205182698,-0.0648596160075208,-0.216498506915248,-0.327528183460503,-0.328619303342721
"Frontal_Mid_R",0.0994986483133357,0.0879793266166679,-0.140244356722133,0.691622636607448,-0.0549533812276069,0.578844262285682,0.245013244911854,1,0.11755194095397,0.712142870626411,0.294299982221906,0.544652598046534,0.262298853004323,0.621405106641686,0.071476706794995,0.463389290036894,-0.131325633967672,-0.00815896924650895,0.144769414560295,0.221218410634828,-0.199373215179821,0.218117564421998,0.0214877396666706,0.240492325352738,-0.0825853805605539,0.167140047454747,-0.111720437511728,0.202471114695343,-0.0144251826465181,0.180641881673124,0.00537570934344774,0.363492850090741,0.00675609046219626,0.405259665823963,-0.208086389428088,-0.00660632136789022,-0.6069141841292,-0.252906264255304,-0.470749730184126,-0.262376454057539,-0.296018195438827,-0.0634850735097282,-0.328207985503116,-0.348608266485236,-0.279446652851713,-0.101564142842574,-0.357632020677054,-0.244854449601471,-0.193900591673887,0.0964283810215958,-0.155898904510965,-0.00533348633450494,-0.237804129157505,-0.215061311065094,-0.380590582506071,-0.190053973940883,-0.0179436446873471,0.275600145167427,0.167570531543322,0.542697915017034,0.317387256468908,0.770782277182309,0.010531711281105,0.361577862995205,-0.207249304114299,0.452568436372039,-0.0854573707084053,0.196169219913958,-0.0462868075664784,0.0466131625228725,0.0074964811775668,0.400528984643226,0.108437115465354,0.254840076927015,0.0644209067270501,0.314629322796667,-0.0880600987265137,0.248757638151409,-0.253030155944556,-0.129025191231316,-0.26929345250239,0.0015942852239828,-0.136071638962649,0.0787752958863607,-0.368042471852408,0.0792044859164035,-0.158318898490202,-0.0563411467900933,-0.393400124746849,0.352651680144388,0.0605997850196173,-0.246137816918555,0.0956935651246296,-0.207155749071211,-0.447051660644537,-0.393403343331876,-0.516674428889779,-0.458399711198971,-0.278099020614442,-0.353294574778041,0.00900031573769644,-0.188704413596722,-0.213970410889576,-0.212022934993214,-0.385571082291457,-0.384545242168192,-0.266337080392974,-0.407482463417518,-0.291581944983411,-0.438705228215551,-0.348771698513302,-0.2554717155486,-0.0885458755159087,-0.196425036572358,-0.23210286379305,-0.359582705013006
"Frontal_Mid_Orb_L",-0.0202678048907523,-0.0999100843826338,0.406851059644594,0.057649481606559,0.542006745361738,0.421208901871988,0.514525764108953,0.11755194095397,1,0.383658079602057,0.154406704668265,-0.0453971793164548,0.324934775407365,-0.00649916427723811,0.496786385537568,0.0802829174546887,-0.149400164367737,-0.116972363238582,-0.0636021184802775,-0.153598631066756,0.256744333708823,0.221057562717125,0.189255408185035,0.0215129489288494,0.172387289124971,0.236440895578826,0.171856385549879,0.353892865558152,-0.0712735346079398,-0.0735850507148916,0.0706462078628027,0.0968486973328857,0.0586075335044458,0.0923576872383807,0.0711669376242015,0.00657959985109793,-0.226316509984672,-0.220679423663926,-0.240651325448542,-0.22540521336635,-0.265427751893356,-0.197634859702665,-0.155321493924181,-0.140987414848313,-0.0561827368327326,0.000696923965412133,-0.122562397442639,-0.157185847976479,-0.17563971072878,-0.0631964667819442,0.0362196478054419,-0.0762157189921789,0.0378579481243912,0.00409765869130722,-0.337721909058713,-0.227100906935621,-0.10588808586028,-0.0516122098352183,0.0543368421273375,-0.0319917298916407,0.24898918310132,0.140321062855128,-0.0704749258060248,0.0285406352472798,0.32158265243968,0.131156106772818,0.106802392602705,-0.00243823950289847,0.00449943448958882,-0.0639559836490234,0.0626274839545742,0.0160125343677835,-0.227132361696547,-0.185943431092802,-0.115395856341648,-0.234043795604012,-0.111022665144006,-0.201402224645856,-0.069281608186109,-0.0844264705831332,-0.0862109117691804,-0.0461716518606872,0.0120899243352153,-0.145717099829559,-0.0311690192149626,-0.0321583321236188,-0.0732029868557339,-0.123900372286115,-0.083937947075508,-0.0539867532164873,-0.0818928290896346,0.0717879852805869,0.0169578493163042,0.149913482323537,-0.249715980806309,-0.166859009348268,-0.23195579301273,-0.269025940849166,-0.285784870182144,-0.203850039126804,-0.0738484487015472,-0.00649720082305731,-0.120497972684873,-0.159541833060172,-0.206236939825824,-0.194789479311656,-0.181060771172816,-0.128479867805401,-0.238303131374287,-0.252359617580482,-0.296983817909045,-0.24895788899302,-0.0523822680750558,-0.232047459391997,-0.163719270435188,-0.150885581741194
"Frontal_Mid_Orb_R",0.0932174172054359,0.0621806653084336,-0.110901915066092,0.480195198058455,0.148856288389694,0.778216820248249,0.159331577941134,0.712142870626411,0.383658079602057,1,0.145242447350353,0.35348536593685,0.217878192788948,0.450028988851727,0.202642936310406,0.459882494578715,-0.154327698024887,-0.138838365380554,-0.0805516756508282,0.0970722735166913,-0.0260825477941444,0.2214641557013,-0.00555138118899741,0.133387567182571,-0.0651172846334094,0.285826628739965,-0.0451390271682622,0.277330844557483,-0.098962049760592,0.0292836104817498,-0.145906828100477,0.217245238292743,-0.184370709683068,0.11519761714652,-0.2388382165075,-0.0908235868270555,-0.474503269996672,-0.270246884705252,-0.373741384802451,-0.259659479557493,-0.281830281385784,-0.142274626715606,-0.285885829157857,-0.256134754790035,-0.188419776837406,-0.0525727247431323,-0.185320382394384,-0.135616387837015,-0.0425481861475144,0.169624912215668,-0.0149828267452987,0.0975878922169084,-0.0859579692404858,-0.0436803928712521,-0.314193294867814,-0.0580294536693758,0.0297976038215442,0.262349093392954,0.10624485697409,0.495638179176431,0.201749967624902,0.535946290169788,-0.0858830174106558,0.202111325330346,-0.162344263275494,0.240844481655638,-0.16067678248672,0.079387998026193,0.00241861476364295,0.0895899926554372,0.00161963217446482,0.224768547245947,-0.0355269730071913,0.0634857729347947,-0.00158647706016104,0.102627434177429,-0.185879686063957,0.0305208425006611,-0.194823218241992,-0.184138504370252,-0.198123911643039,-0.0715967863619921,-0.157393789508171,0.0254120595505063,-0.261342034437376,0.0236137053227966,-0.134913334116772,-0.053891873422903,-0.344067481732046,0.288013278752708,0.122130127359531,-0.13700487934122,0.1264745473525,-0.122462396142241,-0.302922168480897,-0.219783446705302,-0.34505333904564,-0.261245613719635,-0.230301634475883,-0.221951819037369,-0.00222636706643597,-0.114924573453163,-0.143433852097165,-0.191533566869234,-0.274926488082384,-0.360128431451696,-0.357379347352934,-0.314756778203056,-0.10138976870081,-0.29048005627667,-0.28832205378278,-0.183093105934334,-0.044913219648202,-0.194276488038643,-0.17965348856678,-0.246089443288345
