"","Precentral_L","Precentral_R","Frontal_Sup_L","Frontal_Sup_R","Frontal_Sup_Orb_L","Frontal_Sup_Orb_R","Frontal_Mid_L","Frontal_Mid_R","Frontal_Mid_Orb_L","Frontal_Mid_Orb_R","Frontal_Inf_Oper_L","Frontal_Inf_Oper_R","Frontal_Inf_Tri_L","Frontal_Inf_Tri_R","Frontal_Inf_Orb_L","Frontal_Inf_Orb_R","Rolandic_Oper_L","Rolandic_Oper_R","Supp_Motor_Area_L","Supp_Motor_Area_R","Olfactory_L","Olfactory_R","Frontal_Sup_Medial_L","Frontal_Sup_Medial_R","Frontal_Med_Orb_L","Frontal_Med_Orb_R","Rectus_L","Rectus_R","Insula_L","Insula_R","Cingulum_Ant_L","Cingulum_Ant_R","Cingulum_Mid_L","Cingulum_Mid_R","Cingulum_Post_L","Cingulum_Post_R","Hippocampus_L","Hippocampus_R","ParaHippocampal_L","ParaHippocampal_R","Amygdala_L","Amygdala_R","Calcarine_L","Calcarine_R","Cuneus_L","Cuneus_R","Lingual_L","Lingual_R","Occipital_Sup_L","Occipital_Sup_R","Occipital_Mid_L","Occipital_Mid_R","Occipital_Inf_L","Occipital_Inf_R","Fusiform_L","Fusiform_R","Postcentral_L","Postcentral_R","Parietal_Sup_L","Parietal_Sup_R","Parietal_Inf_L","Parietal_Inf_R","SupraMarginal_L","SupraMarginal_R","Angular_L","Angular_R","Precuneus_L","Precuneus_R","Paracentral_Lobule_L","Paracentral_Lobule_R","Caudate_L","Caudate_R","Putamen_L","Putamen_R","Pallidum_L","Pallidum_R","Thalamus_L","Thalamus_R","Heschl_L","Heschl_R","Temporal_Sup_L","Temporal_Sup_R","Temporal_Pole_Sup_L","Temporal_Pole_Sup_R","Temporal_Mid_L","Temporal_Mid_R","Temporal_Pole_Mid_L","Temporal_Pole_Mid_R","Temporal_Inf_L","Temporal_Inf_R","Cerebelum_Crus1_L","Cerebelum_Crus1_R","Cerebelum_Crus2_L","Cerebelum_Crus2_R","Cerebelum_3_L","Cerebelum_3_R","Cerebelum_4_5_L","Cerebelum_4_5_R","Cerebelum_6_L","Cerebelum_6_R","Cerebelum_7b_L","Cerebelum_7b_R","Cerebelum_8_L","Cerebelum_8_R","Cerebelum_9_L","Cerebelum_9_R","Cerebelum_10_L","Cerebelum_10_R","Vermis_1_2","Vermis_3","Vermis_4_5","Vermis_6","Vermis_7","Vermis_8","Vermis_9","Vermis_10"
"Precentral_L",1,0.53604644522369,0.317450352546316,0.0618628392439589,-0.0845798605660345,-0.204241932662649,0.308229021870634,0.0402413311199649,0.0593045011138799,-0.0803462827464805,0.45059023629859,0.181050114616436,0.292207167476223,0.117647617262402,0.164375360780737,-0.00230576703224487,0.576092416983248,0.408070319989135,0.606846545416675,0.503348118069222,-0.250315312855034,-0.112659256760247,-0.0494061108243374,-0.114539314375151,-0.269815625835369,-0.355675834954996,-0.0916885099915255,-0.225165744652186,0.325956589343016,0.186623736056447,-0.227114582964626,-0.2099546829397,0.179920686062448,0.0323086729938245,-0.367255631319911,-0.440901341869878,0.109398453315825,-0.221041046467975,0.0156733865257272,0.0516189206844577,0.240956643722869,0.208212822438951,-0.256378420873313,-0.15661864483256,-0.242519651178223,-0.255924020550101,-0.153048281417631,-0.183924243849345,-0.15845503650279,-0.31559170174084,-0.134841032869722,-0.370519924927302,-0.175878891521302,-0.222928025893719,-0.0162959935696038,-0.0876793117401673,0.694404940514369,0.431329879861764,0.116825889087615,-0.19811625365666,0.378076832920259,-0.1599779675932,0.614839112667533,0.256507145255793,0.0647892516834399,-0.272207853651495,-0.206993852407139,-0.346666599513971,0.21546215004326,0.211656834228615,-0.184215540068462,-0.188121148262478,0.264509188612929,0.176308324453741,0.0812430568972312,0.104520566474827,-0.065325283265728,-0.168391276400056,0.390561155709942,0.258312445521545,0.479403553447083,0.371152546291768,0.138455746946529,0.139321553144467,0.430786666441747,0.122167301968916,0.0752981465701279,0.101766145233925,0.226776098939071,-0.10766898737594,-0.242434257240101,-0.258945366567093,-0.265430848635562,-0.122878923229771,-0.10843047336445,-0.141356442683144,-0.146050686757116,0.0573198195213922,-0.0724854870278264,-0.107415310997504,-0.18855949574224,-0.109483463419392,-0.0667840869152565,-0.0402480637792672,-0.321008718941485,-0.197140340821027,-0.111889023796849,-0.181351556230244,-0.0346292612665354,0.00302357272027193,-0.165488359716232,-0.172939077980307,-0.233568868299372,-0.164738861210337,-0.208836953912125,-0.231330452368013
"Precentral_R",0.53604644522369,1,0.169977139002157,-0.0196992063003825,-0.0983986705204014,-0.163118825562098,-0.00842162078995633,-0.0237091925435532,0.0155226772703975,0.0211143904403907,0.192108282172369,0.166430808280191,0.0440560093081385,0.0952775004208891,0.047441948493037,0.0344428802182946,0.484337645193494,0.635334647888052,0.461554730109168,0.639954928036859,-0.256540679725838,-0.202289995421274,-0.10325714490389,-0.0823938008953256,-0.236857814076329,-0.265056666184363,-0.0672289675770916,-0.154484873222039,0.084159896332583,0.279782598825824,-0.342754098215013,-0.301846191015504,0.0318634298873877,0.0692271492591019,-0.236222237616208,-0.236524568265348,-0.00677881982507387,-0.16866030397066,0.0613620998778158,0.122302698201273,0.0871845642957996,0.143535544517973,-0.199369847917623,-0.0734416153645244,-0.194949504684772,-0.123945139254365,-0.13584743142545,-0.0678599378151014,-0.183335555157782,-0.150029799077509,-0.120038124129193,-0.141960525743768,-0.103334816363388,-0.0646010104512939,0.00860597913265022,0.0933422189490563,0.674253839243356,0.674641602451856,0.0678261102951876,-0.0206654764933256,-0.00786780434339357,-0.133333714870502,0.381869490536217,0.24131800810653,-0.00559345086118923,-0.199015678958718,-0.164242029525545,-0.160433779985252,0.472414081045702,0.509579791986226,-0.404840860788729,-0.398572214687895,-0.0727631059763238,0.112498894069585,-0.130839516005894,0.0472595053159819,-0.216112180553501,-0.109636482244266,0.499831576141886,0.544913507190483,0.52911646700063,0.641396846087488,0.11447401844707,0.283305064302327,0.452223354724397,0.295801921204252,0.270491078157723,0.26268327703714,0.176683408408895,0.114181619578486,-0.313152227657373,-0.37655996511931,-0.433042001482153,-0.28282183397109,-0.0473538892003269,-0.0727317991563686,0.0361588755599267,0.109949790720605,-0.10156091232792,-0.16402999948438,-0.308615380853627,-0.196455342819887,-0.156531912188747,-0.176881211115413,-0.298852977556598,-0.339995870651228,-0.229890252036802,-0.223640574773254,-0.158769843082586,-0.080201743523358,-0.167824502291163,-0.284987533289423,-0.363453951459476,-0.124706742286222,-0.275682351827919,-0.259838060543436
"Frontal_Sup_L",0.317450352546316,0.169977139002157,1,0.264757565328608,0.397921835933594,-0.017425839477339,0.697571974540329,0.033583039101328,0.325034830880659,0.0874398670917783,0.381787134235575,-0.132734323716172,0.46075278086816,0.106069736993766,0.559450780475787,0.259426376947624,0.104130743639508,-0.0481156065836274,0.12691983304491,0.0567683326449178,-0.000120726605808267,0.149064261545825,0.676912906243953,0.444228192329954,0.341569153372854,0.119368599526909,0.168778108587765,-0.0775963578823233,0.163781953890793,-0.0513959697962198,0.261086046117188,0.301969389752431,0.184900914211636,-0.0521861929348655,0.142289478532852,-0.115311132414786,-0.0689816719465841,-0.298456805376753,-0.0299566172233202,-0.0420650042754754,0.0744337665256574,0.0472797238171063,-0.199087661152883,-0.282114260754288,-0.249564061237092,-0.424882794807344,-0.294533394002365,-0.302334185177863,-0.364505023400206,-0.407535886239522,-0.146448842148455,-0.365334287429201,-0.19298699523053,-0.0943562431687652,-0.259392392419097,-0.28577377237072,0.101591861759228,0.00584518134982936,-0.199049324427722,-0.293690175939821,0.0874447129335411,-0.0926875996736458,0.0696301760604281,-0.144354988778609,0.527814314026568,0.101046699530926,-0.0451472271627505,-0.327407023367141,0.0124511744541553,-0.0288289778356801,0.10858322119265,0.059866344761087,0.307198260431583,0.0403685965509261,0.194638418893593,0.120926486990423,-0.010494487518792,-0.139188207293369,0.153615736826161,0.0896359526905273,0.0650657449517365,0.132358921520522,0.293824242395091,-0.112274527429958,0.544962400969089,0.265097992339195,0.130954723754648,0.181806035746197,0.249954056873421,0.030823604542807,-0.476426557362968,-0.153326797612233,-0.223079300181425,0.115057202387313,-0.306016505278585,-0.32169344204849,-0.370893813301089,-0.337752293329977,-0.505237446112515,-0.444324719678649,-0.264174005414822,-0.0456918573301853,-0.271880470754926,-0.188484517577827,-0.227648233036445,-0.0933375090692437,-0.103359166364516,-0.141858506920583,0.0183848771216648,-0.146465855952726,-0.183015691345425,-0.511688504764888,-0.355928453340366,-0.229372721444914,-0.048086647485623,-0.255210756078819
"Frontal_Sup_R",0.0618628392439589,-0.0196992063003825,0.264757565328608,1,0.0806544046655893,0.293677807128084,0.397921711901998,0.638537675425874,-0.122292731869968,0.183335719810233,-0.119585516319805,0.272295394381315,-0.0832979707855104,0.17551102491628,-0.112910785676448,0.176074214872371,-0.00317944542012812,-0.136179834242423,-0.0961733909270678,0.135758348663281,-0.0266281740405776,0.272513044080683,0.293156430003323,0.579337128721234,0.262590221519411,0.372219723566506,-0.0329432418504612,0.0819386479424761,0.0572484134387,0.062100508013835,0.200032054203097,0.382264801645563,0.263103075092483,0.32565701754984,0.0677778624483667,0.0375429587363256,-0.252650982138247,-0.345965023959801,-0.225411093244934,-0.201687736082607,0.0419449501200181,0.0163479630191663,-0.292822271238478,-0.324880218662044,-0.219449598155167,-0.212820803246115,-0.312429837811856,-0.278844036949885,-0.277189558076794,-0.241691070141321,-0.168728191782436,-0.20815087568922,-0.195677515089518,-0.0998859915011898,-0.287425490209471,-0.26696819106397,0.0026595773339564,0.134623853142357,-0.204413905687665,0.0728119273305228,0.0641134006901476,0.442164488033043,-0.0132113774704126,0.269353245586623,0.248717047178569,0.472224679182794,-0.0490882408756314,0.0271395907744754,-0.145786829169704,-0.170441827324797,0.0134169479466067,0.238734987686922,0.274676742772516,0.238513731808004,0.105191193735325,0.225197814888758,-0.10724171494784,-0.0193554634727559,-0.0122005186645064,-0.172471131327327,-0.061480177955036,-0.0501263044922959,-0.0252112666646825,-0.244870298375969,0.073287963231771,0.296946475516782,-0.121804137667988,-0.0674747828077679,-0.107516486183229,0.186975578208718,-0.105067122435909,-0.0770235094206678,0.12867720094308,-0.121344361747486,-0.264181057591124,-0.279726965651175,-0.308463255654393,-0.22716775145759,-0.141793140184312,-0.174149281464299,0.122771603152444,-0.117194053883687,-0.0377562300516881,-0.0206275556958184,-0.133004392607186,-0.179441639726074,0.084004786519792,-0.0232368771259244,-0.226766300074785,-0.282927134092757,-0.30809231415927,-0.340355973430125,-0.172350914329154,0.0964166892911869,0.0342823284107202,-0.0752088034851495
"Frontal_Sup_Orb_L",-0.0845798605660345,-0.0983986705204014,0.397921835933594,0.0806544046655893,1,0.297398517790264,0.185349896922594,-0.0854277619984427,0.261674400581314,0.0671024128681953,-0.00572411011552911,-0.0234807107407305,0.165885777856777,0.144913488315004,0.349301538050643,0.176103199559057,-0.0204512919493518,-0.0896943882593882,-0.238872412970274,-0.283597522242208,0.422873355063166,0.354240592704108,0.423064361906037,0.34735803589427,0.66542119711712,0.463963241121125,0.743951356873507,0.480818100419614,-0.0524483359186315,-0.0166719623117948,0.346002305885188,0.306040607666504,-0.0800892025422935,-0.208148766730001,0.236150612703512,-0.0158551918236329,-0.129740691348146,-0.204028629888285,0.101755680818222,0.0327604309581561,0.114946162772714,-0.0692424306969292,-0.098553744092444,-0.157491483053915,-0.0617921794546802,-0.171701279845896,-0.129554814905509,-0.0837570217275822,-0.0364775448319395,-0.00404788010708022,0.110109600278243,0.0635860764408617,0.0927632699583546,0.100935159938375,0.0801961001449587,-0.0344554569017047,-0.050099755173397,-0.0858815334006283,-0.0978270021557534,-0.0643277308018977,-0.148008151646893,-0.162792486314607,-0.140083150216177,-0.313903495147246,0.240659841351928,0.0761640867170338,0.0142408102826705,-0.16660767502292,-0.13800534768732,-0.123411678807984,0.0957709125276788,0.0288474062299119,0.144983229396451,-0.012850890352966,0.101619089472115,-0.0371440511315282,-0.274837072023944,-0.325592760755457,0.0824292101361872,-0.0300325508183649,0.0356427910955929,-0.00317120293850204,0.193031843608937,-0.132304450430496,0.212038177483391,0.203920985385246,0.134450993062173,0.0901833336412067,0.250657465222251,0.233827031130109,-0.255331666350604,-0.023771306748897,0.00711754841150095,0.123253492012643,-0.0993189375703752,-0.0827799538504722,-0.0968159244156183,-0.0432579132673069,-0.108773714876615,-0.176054007215457,-0.0733108318230173,0.0707987999027071,-0.046504266887806,-0.0138332650147246,0.0732539498511397,0.111974678101708,-0.0960103682442723,-0.0809398980383085,0.0905591750005427,-0.272808573486866,-0.0219290942480903,-0.258168933016716,0.0323107102484935,0.0495408930905179,0.151896552760172,-0.0603571859628903
"Frontal_Sup_Orb_R",-0.204241932662649,-0.163118825562098,-0.017425839477339,0.293677807128084,0.297398517790264,1,0.211833207190436,0.55255073664537,0.242130358961921,0.703684720174348,0.0828148714802292,0.271650866294467,0.189977997419499,0.408321975175634,0.0815845680849041,0.305528437724252,-0.0133732403293156,0.00208935137418532,-0.348663174001702,-0.260217339780321,-0.10834736047627,0.199530732199704,0.166641852489968,0.289665309734033,0.0970629805439088,0.34502253727807,0.194418194305074,0.577305984998391,0.12803415180797,0.207337049509602,0.208587946791443,0.388726663127184,-0.00356402594968415,0.0840378778328919,0.167587196883279,0.0509609041714127,-0.320142693414396,-0.285391145042756,-0.23360759050713,-0.212603365066675,0.0149171742275255,-0.0948863493904414,-0.127679225121267,-0.219676108618348,-0.0529380363485701,-0.0768869687209439,-0.0877523694261484,-0.119324258357788,-0.10618435041796,-0.0766975191034205,-0.155497332181867,-0.0665321287955777,0.0475512358850025,0.0466582224815198,-0.0698682858383331,-0.120424409711792,-0.222853992782943,-0.210809897652852,-0.145418796154437,-0.030946813299984,0.0696955923748667,0.390399769833322,-0.145577865056384,0.0770519084825995,0.125997263769008,0.263087826344981,-0.166919894569717,-0.0661687604035865,-0.308233941026159,-0.261472717959023,0.0126880561175704,0.0800734989028906,0.188331093866116,0.26669995915294,0.0864954323687176,0.220277590895752,-0.139736142039156,-0.0614294867361519,0.0482162714199944,0.119180246957676,-0.00173674905083893,0.000693618993291644,-0.0175596534037895,-0.122531661371353,-0.110022841381763,0.031828730426036,-0.115329968366717,-0.182670566053672,-0.0606474834692461,0.206834527061746,-0.121394071496973,-0.0501473559197681,0.180940171720191,-0.0242589148339671,-0.178250561910347,-0.144954612924203,-0.21026403533865,-0.102758316934533,-0.03256577784219,-0.12634660121385,0.111461005055383,0.0503306729650762,-0.0612689456252478,0.0466969489278788,-0.0733195559216509,-0.0423778487632894,-0.104456906285665,-0.242015735316015,-0.169394748812999,-0.164044755518925,-0.249101948219874,-0.121737093255575,0.0874831666036966,0.0851592171498464,0.173661555524251,-0.0156824683306548
"Frontal_Mid_L",0.308229021870634,-0.00842162078995633,0.697571974540329,0.397921711901998,0.185349896922594,0.211833207190436,1,0.395393251608553,0.379787600264,0.230556208827891,0.394805933157371,0.0582125858521024,0.535048475242132,0.205540314059857,0.330289104720628,0.188590187805362,0.0203863950836652,-0.170518565148283,0.106895912495937,0.0113005004820938,-0.162368480159457,0.115029771953264,0.438454266402963,0.254433053237499,0.152204731189026,0.0274385332784011,0.0275454470973068,-0.0374783984223125,0.218518231937201,-0.0727322323653626,0.212981400248734,0.290597750798253,0.219982456684961,0.104840349466613,0.0754713957780185,-0.113532938543907,-0.143390341111014,-0.394763037443969,-0.260039529842818,-0.381238091693758,0.0339602803289216,-0.101036957019202,-0.154009269555841,-0.211758113226352,-0.193615484835837,-0.329253663941885,-0.211261007588888,-0.241152264071236,-0.218486385552222,-0.353573955563725,-0.0645143040059837,-0.35324160117696,-0.139561338303213,-0.0462403061683649,-0.340694765231345,-0.341383399476149,-0.048749878857589,-0.111424604198686,-0.107163912026847,-0.222308415883502,0.30011856633323,0.153300916255874,0.0370375273857316,0.0381585448222787,0.367579623453301,0.136829159721138,-0.00976016482144498,-0.207471788997168,-0.161728686056058,-0.129627776434909,0.165665554173587,0.162526929201017,0.327608032716965,0.0179533050223775,0.203152535234592,0.167501984880173,0.0666398763913615,-0.0587866915791302,-0.0305960529128716,-0.095370408227647,-0.0676289167275061,-0.131150981142549,0.0667370480252771,-0.194348129504406,0.191593755866722,0.0277053521830969,-0.159498954314636,-0.0704607093091697,-0.0476759412815418,-0.130787052678218,-0.190746182141411,-0.0113242663771239,-0.04625899548029,0.149143413283947,-0.383915077878864,-0.441465998408831,-0.451201713130956,-0.411616063408851,-0.278620264019065,-0.233785995135386,-0.0935657803213456,0.0739673543810122,-0.121760958913673,-0.0374377040879757,-0.227748670802377,-0.156089897160152,-0.0679149955072619,-0.115971174424195,-0.101102458896497,-0.131334134866956,-0.21035333280292,-0.29532125480359,-0.113157882222903,-0.130733792761213,-0.0466054230801648,-0.173276634858873
"Frontal_Mid_R",0.0402413311199649,-0.0237091925435532,0.033583039101328,0.638537675425874,-0.0854277619984427,0.55255073664537,0.395393251608553,1,0.10406120577586,0.507812924551552,0.143318506326378,0.564716248027104,0.175722926875037,0.479507103943523,-0.0048539860111879,0.239133323908011,-0.00334146127268515,-0.0662139688182572,-0.126431949121139,-0.0340956861317371,-0.15214393367262,0.0975283922494036,0.117740200311627,0.29724658528006,-0.0730990643519777,0.0436812013950693,-0.0416845574070944,0.247322059539943,0.0959736975278976,0.194267378616943,0.123951988418851,0.31466085029211,0.181295936677648,0.38861036762351,-0.0269397349523727,-0.0493288335000288,-0.323785149168093,-0.378873750213372,-0.292144909225498,-0.329483508113181,0.00881282868910458,-0.0338486830456438,-0.2059514950334,-0.26154090876487,-0.232529018285441,-0.212506139157435,-0.235549656218515,-0.206773887988995,-0.252387590371939,-0.214738740230109,-0.207111551844202,-0.238044522501044,-0.111357584497221,-0.0597718592833543,-0.305037929708906,-0.27773053171911,-0.110660482007574,0.0627501269822981,-0.108074534665216,0.136319643582452,0.406197385005145,0.702214294520523,0.125962861803978,0.474093662288385,0.043702115569977,0.361203402095744,-0.202867690557678,-0.0850090763460251,-0.28650025354509,-0.242830112376526,-0.0354041486075668,0.178385603179934,0.200494155363345,0.206097701729089,0.0577608975446303,0.254053236173392,0.0118788637838099,0.10603451733959,-0.130557557200663,-0.036819460688068,-0.0310387697193293,-0.0146243848103563,-0.0554936485346747,-0.0732838020708925,-0.107758997872882,0.137824281627896,-0.228034917288876,-0.155288857873153,-0.173554929222786,0.141819077136683,0.0573686796641029,-0.12990743149035,0.210577718205268,-0.160984642833151,-0.280883975263678,-0.294749212002537,-0.317177239449255,-0.222935698325417,-0.0564693207835953,-0.122834490106227,0.283882703766265,-0.0309419791288446,0.0872313974582345,0.100075445187262,-0.214506287596731,-0.230527977911614,-0.0371096266675805,-0.0389818960113869,-0.312601569178016,-0.139353347775004,-0.333385539524486,-0.187846001344787,0.0683890927616608,0.164592723174503,0.056646597259525,-0.158046849504686
"Frontal_Mid_Orb_L",0.0593045011138799,0.0155226772703975,0.325034830880659,-0.122292731869968,0.261674400581314,0.242130358961921,0.379787600264,0.10406120577586,1,0.382297028110565,0.353001048673963,0.162145958986204,0.399988011884899,0.213984356253356,0.442618337817539,0.0779163781778633,-0.047835061930147,0.0261716916541566,-0.0657522856155871,-0.151635178045989,-0.046764244063802,-0.0224180885022374,0.155745989542957,-0.152959028783314,-0.0204772180795717,-0.316448930394266,0.214492637801139,0.216538629887971,-0.0220733676997586,-0.0790852150264002,-0.0206469311993778,-0.0415717062466895,-0.0491119816560978,-0.0300995431571356,0.117801252238754,-0.00521247166264114,-0.238081375867492,-0.232039640202794,-0.219047417379176,-0.290437615375996,-0.0758222412103797,-0.232614505802581,0.213867666402429,0.150621248191239,0.163888327723409,0.097729600473367,0.168255912230405,0.191607155127257,0.139813302257207,0.173279099486502,0.196909727941615,0.168908216309914,0.120355912583317,0.216923235094163,-0.0529768797356016,0.0406346555234709,-0.089228935854177,-0.103412415191057,0.0487757561093869,0.0229845462019362,0.146546875890129,0.0937445421522948,-0.0534704294146601,-0.0234245829209945,0.136330345117123,0.0672521738281947,0.0182804011217708,-0.101115471968707,-0.129951860568562,-0.0235155355699269,0.0422586391768294,0.0280619468144205,0.0462415725950294,-0.0892744937713171,-0.0174078124737435,0.0574280140669126,0.0437300179618309,-0.0304645019238986,-0.0786473015063889,0.0908297242080413,-0.0986482353895353,-0.00129201698091575,0.0416376449170502,-0.210167746671949,-0.00383159281417712,-0.0186640628979334,-0.119079194280973,-0.140145290125894,-0.124730596495445,-0.0412181457017938,-0.119553207173272,-0.127122650954468,-0.24526349766028,-0.0606147867885899,-0.285455373952376,-0.314245194004997,-0.264000712543881,-0.260259080445967,-0.230657640596652,-0.145344901779572,-0.274031478422092,-0.11565217106597,-0.290722093295199,-0.309125387494354,-0.262330561868722,-0.296224824529841,-0.149787973115902,-0.148747900473734,-0.115001118990399,-0.120941016578727,-0.0364205401128137,-0.198655530754364,-0.1499956277338,-0.333096743566256,-0.233869986854598,-0.194480227108831
"Frontal_Mid_Orb_R",-0.0803462827464805,0.0211143904403907,0.0874398670917783,0.183335719810233,0.0671024128681953,0.703684720174348,0.230556208827891,0.507812924551552,0.382297028110565,1,0.195304661733834,0.231808367529576,0.261917678758053,0.399728159324018,0.243352424542725,0.441828918723145,-0.064544861762316,-0.0104734924733567,-0.22643848584697,-0.150994803385342,-0.168145006682073,0.0559654420887977,0.237432319987097,0.20324066209752,0.0300710213399317,0.0957595330011058,-0.0170831472007159,0.321945859298831,0.105475889992937,0.115659844475567,0.0814155238544069,0.167847115367426,0.0605393796184461,0.168714509978828,0.100733267199685,0.0160002249091521,-0.256997806524923,-0.193960682771811,-0.10380474944967,-0.17538615331364,-0.0150559437894498,-0.0498724393038512,-0.0938874678521404,-0.134180841319398,-0.0994724751177962,-0.0978001979331122,-0.080683227235551,-0.0569262679858762,-0.151163358286093,-0.137521010168175,-0.207483836768743,-0.0837146668327945,-0.109555631599105,0.0504412373991095,-0.0791851854219971,-0.0751365332767119,-0.177662643864553,-0.150866250713648,-0.149326212983165,-0.0470713235209684,0.150102967610696,0.456736971187607,-0.132546775213505,0.0801589328950209,0.200634305512655,0.306236682626816,-0.16989899201831,-0.101488751201397,-0.137697041807675,-0.131948567136212,-0.0666319273981671,-0.0270517219233053,0.161708680686318,0.172613671830931,0.0328256488885881,0.269799892827466,-0.0180594142745057,0.0857847284564095,0.0367044455551958,0.22090050972283,-0.00927651711023094,0.133042662469735,0.0844426035187019,-0.0511688786424881,0.0365986102526477,0.143338743861971,0.0604089887123389,-0.00725715299431999,-0.156237521298479,0.156144352267007,-0.184967508436421,-0.164638511596557,0.0491953918023856,-0.0909285987182066,-0.21950387993925,-0.157363956862222,-0.178052497859614,-0.0762196201359558,-0.191018119811838,-0.220638907963869,-0.0423109368842225,-0.153556507321948,-0.247869973460734,-0.109849868955454,-0.264454975539537,-0.140895863015711,-0.166179637412407,-0.181612425431969,-0.241231000465927,-0.0996667516923453,-0.155545332440707,-0.212087377587719,-0.0662176083987925,-0.0705908094763023,0.0554065062748823,-0.115294115457734
