"","Mean_2001","Mean_2002","Mean_2101","Mean_2102","Mean_2111","Mean_2112","Mean_2201","Mean_2202","Mean_2211","Mean_2212","Mean_2301","Mean_2302","Mean_2311","Mean_2312","Mean_2321","Mean_2322","Mean_2331","Mean_2332","Mean_2401","Mean_2402","Mean_2501","Mean_2502","Mean_2601","Mean_2602","Mean_2611","Mean_2612","Mean_2701","Mean_2702","Mean_3001","Mean_3002","Mean_4001","Mean_4002","Mean_4011","Mean_4012","Mean_4021","Mean_4022","Mean_4101","Mean_4102","Mean_4111","Mean_4112","Mean_4201","Mean_4202","Mean_5001","Mean_5002","Mean_5011","Mean_5012","Mean_5021","Mean_5022","Mean_5101","Mean_5102","Mean_5201","Mean_5202","Mean_5301","Mean_5302","Mean_5401","Mean_5402","Mean_6001","Mean_6002","Mean_6101","Mean_6102","Mean_6201","Mean_6202","Mean_6211","Mean_6212","Mean_6221","Mean_6222","Mean_6301","Mean_6302","Mean_6401","Mean_6402","Mean_7001","Mean_7002","Mean_7011","Mean_7012","Mean_7021","Mean_7022","Mean_7101","Mean_7102","Mean_8101","Mean_8102","Mean_8111","Mean_8112","Mean_8121","Mean_8122","Mean_8201","Mean_8202","Mean_8211","Mean_8212","Mean_8301","Mean_8302","Mean_9001","Mean_9002","Mean_9011","Mean_9012","Mean_9021","Mean_9022","Mean_9031","Mean_9032","Mean_9041","Mean_9042","Mean_9051","Mean_9052","Mean_9061","Mean_9062","Mean_9071","Mean_9072","Mean_9081","Mean_9082","Mean_9100","Mean_9110","Mean_9120","Mean_9130","Mean_9140","Mean_9150","Mean_9160","Mean_9170"
"Mean_2001",1,0.74627516780745,0.354773487095415,-0.830073542878437,-0.666359092044532,-0.607700641911783,-0.478750383285162,-0.864924728955115,-0.238158373346255,-0.599035691741548,0.810165264851182,0.900836527551819,0.859901552101718,0.965668496990581,0.383067864280342,0.913529213936498,0.936852726197286,0.896011187638547,0.416476886459686,0.642056111338633,-0.6684225248965,0.531770819873815,-0.501115413736304,-0.344096192189843,-0.168305736335769,-0.553818387275394,-0.108770046369355,-0.485262388615363,0.943432489725767,0.903541482441331,0.534635965043777,0.310684775273543,0.200690817776249,-0.231337885259062,-0.923451057741578,-0.78048411867636,0.524639167682367,0.961287238405092,0.425526280556069,0.725818411453911,0.0703731125695558,0.911395935216142,-0.314089690191624,-0.499676619286406,-0.32037558742092,-0.946695055800938,-0.54689068622391,-0.449826653641788,-0.886322797579808,-0.955638228650708,-0.497101418617498,-0.565002550801856,-0.156556990993885,-0.230451089913799,-0.688514304558611,0.197649968877666,0.946273080577261,0.805493644286842,0.438009509229911,-0.493681078569618,-0.541913992082178,-0.648407742049057,0.912225488897039,-0.0906113556398723,-0.730496709104406,-0.706011562934384,-0.861722347177039,-0.528859186610407,-0.142713395932946,0.3596424900161,0.227238353779274,0.298668667853018,0.839342468061702,0.852834489384387,0.200121128277227,0.787331506246917,0.81439749745771,0.631088256325012,0.917306793532022,0.921380324661972,0.923504588722063,0.971255523004342,0.734883903868939,0.87816437686461,0.888154483062573,0.120014175055862,-0.690438960039478,-0.164187057923006,-0.610590372672533,-0.61359081870362,-0.736439457117408,-0.916976890714641,-0.83957258010161,-0.892371295368111,0.334118605879604,0.512759043593817,-0.3463487156969,-0.0362332577750888,-0.623827424521305,-0.938769889983837,-0.578569589584879,-0.878805748690122,-0.559978785170792,-0.561134157869937,-0.576784969412034,-0.638357443410927,-0.482574080758737,0.376607044115793,-0.311289727888035,0.476012625499637,-0.291210090925572,-0.0998003573286579,0.449625443182706,-0.28921996245685,-0.280214091700594,-0.375508073361016
"Mean_2002",0.74627516780745,1,0.0190619524140139,-0.755365570105836,-0.859571607916424,-0.418995688422557,-0.387329874129571,-0.778913973182141,-0.149797712837787,-0.541786742473215,0.734097096090326,0.882776749310861,0.723456651453709,0.77554762655197,0.104884014984322,0.691526528932709,0.827502915954652,0.845393309777775,0.378338111087313,0.643427796714166,-0.640986135408803,0.510157049460725,-0.503206556397796,-0.381997551298613,-0.522545509824825,-0.371280578109614,-0.193433693304197,-0.303657565280879,0.757738643514621,0.745253843383666,0.362725906096724,0.389312579807756,-0.0434735652872748,-0.101014968952478,-0.630478262417167,-0.511936667842841,0.31229596432984,0.866654700637713,0.459029303153093,0.797182952764191,-0.110373082539042,0.714998693678454,-0.508923582780944,-0.668054441062855,-0.431512049555525,-0.749602657596077,-0.576446678960742,-0.43981896612364,-0.747694889881851,-0.609063340351066,-0.128591944823607,-0.407367699375077,-0.0057669477837503,0.181393309836383,-0.375188484292646,0.32264270365169,0.77480550573208,0.855035685800389,0.66582895681281,0.00549605889504609,-0.310545149174096,-0.307739936206638,0.872435054739816,-0.167289962924568,-0.596195525771769,-0.56540709931774,-0.644557744383994,-0.399053410225187,-0.0328065927440039,0.0334320131567356,0.180297792041428,0.0427140750006752,0.667113549059463,0.831219637895302,0.694916903959554,0.709215270044243,0.821306115489624,0.843416777544071,0.860316764690828,0.824453310257048,0.881732396298305,0.847462216909538,0.502521461790541,0.749558905337385,0.738448502220052,-0.0745372011639452,-0.705732679384009,-0.156312629295925,-0.371036435373914,-0.661627361536818,-0.379853331835859,-0.674889144366832,-0.352087748543934,-0.774778355306816,0.44295327812948,0.333343351173181,-0.259385133661375,-0.24646612741355,-0.31900271666951,-0.679908631676064,-0.527301007122635,-0.932022891888954,-0.725976263808993,-0.884223948108327,-0.53873899638315,-0.673676386472558,-0.648231286808407,-0.0146941208801426,-0.00699642423454415,0.472142142882916,-0.465578283022014,-0.667554401935431,0.105895172451553,-0.420367465864376,-0.0389260700803319,-0.205729148501396
"Mean_2101",0.354773487095415,0.0190619524140139,1,0.00139910102698284,0.122449236895625,-0.870186879665849,0.2199195306472,-0.376466295023099,0.516579980301949,-0.653070299512853,0.161574429250011,0.440718048727181,0.0718113760739227,0.152336953670199,0.516921770153403,0.144216041911393,0.172232981039979,0.417956351260645,-0.226547947549958,-0.0797981616174065,0.359961726106796,-0.202623567327242,-0.474786063570175,-0.256708884355485,-0.135402520474133,-0.623904031475161,-0.591153475097274,-0.813563898608602,0.173152774484794,0.299756817987936,-0.0891340950008092,-0.27700131764339,-0.030387148845006,-0.404002027079143,-0.579897439957537,-0.50776615475249,-0.175723726447778,0.281895707358394,0.458190636134041,0.155041430171361,-0.271570841783911,0.275845059414775,0.211600405770801,0.157970985903107,0.353665668716741,-0.254329060566917,-0.0744660822351694,-0.0815965196033251,-0.177829203696334,-0.496900961071802,-0.463203887721103,-0.0120293983622666,-0.314952955227994,-0.269794885958028,0.0288294382616417,0.350641683605008,0.440278436278455,0.477828148988511,-0.214902401596535,-0.605888297336877,0.0319221747253382,-0.425271463199953,0.261240694940529,0.638103401817188,-0.582688394070928,-0.425588897794661,-0.370280353165585,-0.495305878709951,-0.226927848481679,-0.0742507881118673,-0.549597914041891,0.0802674047582231,0.380058365060179,0.512397122433485,-0.272723744006156,0.6033058007201,0.0344614238259845,0.0903996711367143,0.402157392039981,0.297356853313349,0.26093989900584,0.326442291067266,0.0571532715548699,0.142623984261756,0.294809763881408,0.0840510985270013,-0.543540113822158,-0.512605026829506,-0.251355765138998,-0.578164471660161,-0.829837109581331,-0.542168005299253,-0.50581270520156,-0.493504036338674,0.284409852764966,0.260389907124248,0.333632107098523,0.482546154376012,0.133050953355771,-0.214091887191722,-0.169427361147985,-0.129782425969361,0.412946199463515,0.148743987291914,0.0843204304980051,-0.326134376172501,0.327066232569804,0.114672929879273,-0.201054206826579,-0.354326734982402,0.229133899947191,0.41186601549094,-0.105819646713014,0.00756364789897319,0.0152542892797139,0.201375724240871
"Mean_2102",-0.830073542878437,-0.755365570105836,0.00139910102698284,1,0.897555513404741,0.227887637100743,0.646553648244909,0.782124648211342,0.40743620291377,0.194403790388218,-0.879877432214007,-0.768963940667236,-0.927757371595643,-0.865718024520566,-0.502623742506438,-0.880293028756638,-0.924049845731015,-0.761668125259279,-0.281162274873318,-0.433228058470255,0.641956647320327,-0.717324906143089,0.0511050113487565,0.043791236901127,0.190667273407301,0.382166623531155,-0.0855748261994051,0.249470085246302,-0.853885812437459,-0.789989522335722,-0.436735452864036,-0.297708837033382,0.14035367551934,0.446991392663171,0.732519943805639,0.717133694719565,-0.761869357993828,-0.851278463330101,-0.423929606283409,-0.840844878696003,-0.276330249951727,-0.93136100006173,0.0714888548453203,0.322098772251803,0.392711068493866,0.728508174981826,0.173266152293765,0.0411243042270829,0.634843703329905,0.679308185775888,0.0908438186414341,0.294922311604979,-0.147982748252758,-0.140247388646588,0.471336241751865,-0.380274088999768,-0.71840962355015,-0.571472384796723,-0.315908360374833,0.468925003324265,0.593277885217624,0.530721174473037,-0.886833311471603,0.355924884839663,0.40322375727525,0.569255514337051,0.877591709644619,0.64848049725601,0.343504235495259,-0.0803805220922781,-0.484469003479421,0.0437791018969222,-0.899256006725617,-0.64920613663286,-0.277816745976872,-0.608742682593716,-0.648925608656875,-0.385919207002856,-0.781399577920836,-0.876097324563798,-0.910034828732366,-0.87245682395241,-0.866872642021904,-0.867449098152219,-0.945994537815662,-0.142563535807097,0.347621311990258,-0.30390103209706,0.339756410862485,0.493907951366311,0.404253901895196,0.651241519697192,0.742527845239692,0.701283876759565,-0.100605416672063,-0.223870462516556,0.561890946820208,0.114009359972912,0.372851530314342,0.719491441406203,0.785701486108001,0.864889727480002,0.852433181605741,0.804124939532893,0.773758712262312,0.602275962937145,0.42158016743096,-0.0857399921792458,0.405332574899556,-0.374888579544467,0.63493422009175,0.412609867690921,-0.241571962143555,0.54607340873837,0.328100980329718,0.717289567531556
"Mean_2111",-0.666359092044532,-0.859571607916424,0.122449236895625,0.897555513404741,1,0.213358102675638,0.482038960934256,0.652855655909309,0.208618606515851,0.199594749177306,-0.784976118607959,-0.755605516464692,-0.770139164522637,-0.702292476835095,-0.334181847245866,-0.651051349165794,-0.786185146832777,-0.692380396004176,-0.194845460957522,-0.360643880867934,0.567177280366798,-0.537104868818739,0.14119360056808,0.221886144110797,0.539535053119294,0.392156522114074,0.136125666961585,0.264328347891536,-0.67217708422933,-0.634620653196476,-0.179261650613514,-0.218815997105832,0.245580486007334,0.341434608103527,0.602345426387489,0.56087203648157,-0.55314308830642,-0.743708762056157,-0.542511918229932,-0.81335016546597,-0.114947584591973,-0.75177379386717,0.170206060720685,0.469192058535423,0.293669472761209,0.622071329158644,0.178187067401109,0.0871369390206696,0.575910613087421,0.50536883405686,0.0210267900007624,0.254083703517159,-0.0316337995023078,-0.218740527259642,0.212225306351806,-0.425886664191975,-0.661267971121123,-0.640155932651171,-0.397882771933081,0.143209321095537,0.316229366443673,0.247856463943846,-0.854319370965947,0.197274805304165,0.291084020411126,0.397374422499944,0.720275347927421,0.534208930119982,0.313893594308062,0.133592284411301,-0.280900261231851,0.193701196420985,-0.799657236458048,-0.633779749298249,-0.609209634158034,-0.644290586902596,-0.601742122067805,-0.511371599468688,-0.732087453308639,-0.803190759529337,-0.833677319753129,-0.758904296189493,-0.623115075703288,-0.690107435863889,-0.83703146909168,-0.168442573366623,0.317401647030276,-0.228797647800199,0.129789003024979,0.472433634953092,0.282813464961298,0.570502783749368,0.463462313041772,0.670138438505688,-0.262173874273531,-0.235335402568348,0.33787065365252,0.0326115417599005,0.158687466383887,0.584077609355942,0.730448411007957,0.817316980668311,0.816139819556785,0.919062856655314,0.639857689473472,0.601855743713789,0.36937551354444,0.152284073470867,0.0915750996116578,-0.384424924902524,0.622188322272626,0.643972120742191,-0.0546269955116321,0.476986325390656,0.101280690600514,0.50211438594052
"Mean_2112",-0.607700641911783,-0.418995688422557,-0.870186879665849,0.227887637100743,0.213358102675638,1,-0.192314154940921,0.537056513644541,-0.522099625226849,0.844603369301961,-0.390552068073781,-0.721565055693071,-0.284092176194008,-0.444536555517364,-0.344802622295458,-0.312572629159006,-0.407380334895913,-0.645949342962563,0.042787943156704,-0.214528024883933,-0.016890789124382,0.161133529530352,0.780113854929423,0.62137285410184,0.46463444673565,0.713197908548232,0.745657662101165,0.908927177909043,-0.395019938012731,-0.477685404928925,0.0509195173698126,0.187282493921147,-0.0889358462910722,0.221403106048919,0.756169663364466,0.547406404975822,0.178592248412084,-0.556229856930552,-0.63961637036814,-0.380514143513534,0.438563286111698,-0.4310571931188,0.125903648248794,0.298999978059311,-0.278425850710474,0.567367965368442,0.409444057002192,0.446410066510084,0.559641362904676,0.733105088808974,0.624087728763558,0.376080217970227,0.510988729537469,0.367847951865013,0.119252903606053,-0.31384399425888,-0.758627904427849,-0.816525321996247,-0.119373351990533,0.365570485271606,-0.0652231774192633,0.3409938476969,-0.578262176651402,-0.646418797341705,0.696984388812564,0.45108261283174,0.5102377353893,0.426284840838096,0.163041563727792,-0.0375293072136604,0.566761018256034,-0.131770130205332,-0.531698806874618,-0.757930803122108,-0.142346284626082,-0.873104435633745,-0.417963807951976,-0.523925800486814,-0.666669854822561,-0.551243473590981,-0.518623254522753,-0.590886188833366,-0.0831134290821656,-0.30996254940449,-0.497089142863367,-0.208048717001022,0.758141056904618,0.631293747585213,0.323973427761069,0.645992625887407,0.927254261046965,0.822491763711242,0.530813620637638,0.794547727004351,-0.550931339783811,-0.519329982818091,-0.392963984299964,-0.425747947527916,0.0950581988753438,0.543733482246972,0.300238971151347,0.436727759554315,-0.187653787547204,0.157830560327814,-0.0446965555331277,0.459233727355992,-0.0684343332346733,-0.124400781580567,-0.0625340128657697,-0.0335106216611397,-0.217316822446266,-0.19117257226334,-0.108358890753756,-0.0874202962387155,-0.165309889856458,-0.296552681772438
"Mean_2201",-0.478750383285162,-0.387329874129571,0.2199195306472,0.646553648244909,0.482038960934256,-0.192314154940921,1,0.640221267173022,0.885292588079803,0.105077000815803,-0.281579522961795,-0.36003397190813,-0.481309053261107,-0.486825729017766,-0.124431720186652,-0.715603892926043,-0.667812386872764,-0.540019993782413,-0.716842092033184,-0.597941959417229,0.619624034133089,-0.922201813287376,-0.16261825240377,-0.432882297485711,-0.282060575447437,0.315179950833904,-0.628599006055271,-0.370464980519265,-0.71779532254825,-0.730827826761924,-0.803947871574846,-0.819426024064659,-0.231087092217478,0.0971716441632019,0.42693268447942,0.667811415762089,-0.922305431818395,-0.55522381296735,0.339715699817771,-0.275430264234991,-0.828717820743691,-0.580128798838072,0.270193039615082,0.148107552644639,0.847821936732509,0.457436289188016,0.203974557527762,-0.103578826986085,0.320247690195962,0.245403579075077,0.011595380267779,-0.179867042474527,-0.336175744013624,-0.160154012301596,0.679497844211606,0.142430664054479,-0.292644893213403,-0.148327604247239,-0.531302502602331,0.381524195199104,0.929757464825417,0.762254709464559,-0.331320135822552,0.668230581977117,0.434371992051828,0.703131125288855,0.362958007458847,0.273272857706328,-0.276591459647737,-0.383913660593607,-0.840085617319868,-0.455916160076632,-0.407039444287179,-0.392773898773542,-0.101698743364447,-0.0108014469110711,-0.205620457503348,-0.139321015483561,-0.517134077640703,-0.62938563060751,-0.56714311677646,-0.518000955078787,-0.834729239274485,-0.780466666331064,-0.466025172962566,0.495911829730057,0.133500668311336,-0.162538342741937,0.674319651127774,0.378876753975026,-0.0828272440601024,0.129718038456344,0.392481800220915,0.0941752423840911,-0.119438451461355,-0.173127868973027,0.865393598771936,0.318986925147282,0.440525507383911,0.353907985596979,0.135172111354214,0.518319036169592,0.770148471709908,0.36553017925754,0.939424323209988,0.692926464103063,0.601832077612315,-0.523277072253739,0.552885827198069,-0.298373179612574,0.853336736194796,0.288907917621408,-0.0670504101351527,0.727142684731463,0.898196829450074,0.753336043570398
"Mean_2202",-0.864924728955115,-0.778913973182141,-0.376466295023099,0.782124648211342,0.652855655909309,0.537056513644541,0.640221267173022,1,0.337760169616626,0.652450022984618,-0.702839089132637,-0.897340060710826,-0.761193041354103,-0.816261241610708,-0.414370465700513,-0.899843621128296,-0.936889177503239,-0.975145775325507,-0.459922985839242,-0.647447779864482,0.496422697857083,-0.740445532913924,0.384229913380558,0.0309874952564059,0.0922370008484209,0.583600164404028,-0.00959738901615386,0.353276106104097,-0.920951196860702,-0.962024888813802,-0.658679334341871,-0.510323154814739,-0.0402672086598488,0.357708778232175,0.833673808057849,0.852354576070594,-0.566789361167831,-0.94722300116541,-0.266955816913313,-0.735846950427072,-0.19162545516415,-0.892252331742639,0.282201098217639,0.30217076182711,0.549952573055467,0.761373864406,0.464613958719355,0.209390949176521,0.655439149333054,0.729038656184954,0.21084684608848,0.155323201530184,-0.151816693672947,-0.139284065872769,0.589441865057591,-0.329342910371475,-0.783977784383689,-0.766239548188193,-0.522114575688082,0.537943234422356,0.704849160485391,0.818464391337047,-0.810322991240061,0.241383652567138,0.861400194403088,0.928157579488986,0.785788901981628,0.652475699849653,0.013648149082374,-0.205483295618565,-0.35120703479833,-0.27437606059882,-0.785011371611813,-0.915145918426418,-0.208056790746436,-0.667928759925799,-0.650661176979579,-0.577080211089491,-0.9454325603651,-0.923775721211266,-0.944310036320446,-0.937498238139423,-0.797602884886519,-0.943506906872662,-0.827058848925322,0.297193908037306,0.779689903401539,0.198999054057362,0.700913670454485,0.875057352872793,0.58505360687424,0.703729975604056,0.685237627305473,0.735601502750803,-0.331642064670144,-0.287291616490903,0.513953063224057,0.219800924907871,0.377084960984794,0.678547232708803,0.507446943858167,0.910044409324968,0.649098808450808,0.640906285613019,0.770446786703907,0.855405598916987,0.589474336197199,-0.306262076218077,0.49465032906322,-0.198462402653703,0.59768841628563,0.332894245163082,-0.0961628843807016,0.658358381278655,0.481203081014779,0.457239826421213
"Mean_2211",-0.238158373346255,-0.149797712837787,0.516579980301949,0.40743620291377,0.208618606515851,-0.522099625226849,0.885292588079803,0.337760169616626,1,-0.173407025857917,-0.0862500394006281,-0.0156440227736677,-0.322804351598209,-0.329488340233309,0.141047618837259,-0.545817870785164,-0.425340271300059,-0.209936739226685,-0.72807103583603,-0.560136164428103,0.63467846643453,-0.832281400857072,-0.32722432052111,-0.543214060203268,-0.558260834244621,-0.102712167081238,-0.893203446498533,-0.696806748955577,-0.515469371050075,-0.460951404470712,-0.83220897296575,-0.816773606599863,-0.337381048292539,-0.152929149418778,0.0683624790692177,0.287217233989495,-0.784619091309729,-0.294759336579446,0.63356384356875,-0.0467125483045396,-0.796991707516843,-0.320886864456407,0.309448008982353,0.0895850482749748,0.869176881633017,0.252442327228491,0.195033667236475,-0.066275674372781,0.169499472959222,0.0252558661660651,-0.134365632185472,-0.110970545520827,-0.453724378056853,-0.153288147594526,0.705671749721405,0.381506096667707,-0.000659369733244141,0.176927645016213,-0.472430186692394,0.147474545016959,0.846396029611544,0.535868019252845,-0.0497321881340879,0.869641490365324,0.16670680106752,0.433480785291234,0.093244151228089,-0.0534909937058649,-0.404442146190865,-0.51322328806668,-0.961029646087852,-0.491268178976961,-0.0648729037161489,-0.0414217424744616,0.0529058509162744,0.358311277619272,-0.150657077793399,-0.00653582452301102,-0.177731827234919,-0.290894191360017,-0.264221639506533,-0.238009439939942,-0.653242173788446,-0.565237190790285,-0.155120897711425,0.512538423908261,-0.0815504033886555,-0.286823786189689,0.563347431993261,0.0187315404122858,-0.382837584589621,-0.147749786392002,0.151265066614013,-0.19541888299275,0.133121728767737,0.00283875418335907,0.89517631844581,0.563809554970325,0.552702244271721,0.206197888296355,-0.0869210863272943,0.289348301058922,0.677364337358433,0.153141690970729,0.738024783857278,0.321441340686607,0.665611161039717,-0.543400284025288,0.489254575099992,-0.35687467964341,0.650810003177923,0.197945263972637,-0.219511150586263,0.525386908749545,0.806907927471725,0.665649894217015
"Mean_2212",-0.599035691741548,-0.541786742473215,-0.653070299512853,0.194403790388218,0.199594749177306,0.844603369301961,0.105077000815803,0.652450022984618,-0.173407025857917,1,-0.195842796594504,-0.713583192266954,-0.182676682306631,-0.456796142731041,0.0426815601798965,-0.39245995587051,-0.473501282634866,-0.744599893622181,-0.434031135399014,-0.62173436077782,0.249561433584617,-0.0864017676179818,0.897151780469906,0.540449549108829,0.365375069769806,0.724078570446155,0.468804279712874,0.560711630882703,-0.530665291121731,-0.639312200300328,-0.310831566444061,-0.303387642665093,-0.421263718793905,-0.141179150448018,0.704069410576094,0.57401459558124,0.0635120687899294,-0.6309214398977,-0.242261677933392,-0.227594551120883,0.218188725903567,-0.359563810665208,0.557620339991063,0.535068232867619,0.166621376429988,0.64501408142483,0.740514741803106,0.640957006154075,0.659353035283582,0.639274872284589,0.6473635784122,0.317397120948941,0.453422438381798,0.345244405480903,0.411372525644873,0.0335750347022796,-0.737141868618753,-0.836635644748078,-0.58326793843755,0.145075687218945,0.20822071718657,0.50296277440919,-0.4800785615301,-0.382389246760324,0.889651798759344,0.651332529379762,0.297909596952116,0.156623515840527,-0.346415940833382,-0.344199217913798,0.29656466099793,-0.521692760149305,-0.329352390618399,-0.837185421753426,-0.353658313802317,-0.691076231626544,-0.462915875393967,-0.746534194959229,-0.750048283890704,-0.623249382068126,-0.545575444205886,-0.61299230703946,-0.121585776545008,-0.449057062948088,-0.356937694964057,0.222985039180931,0.878406930357123,0.854684900314517,0.681708534842087,0.712726895206691,0.677380542101103,0.697202642901462,0.313484900378732,0.641902618673583,-0.785774481473524,-0.65973665227851,-0.18570769945944,-0.149517993491194,0.323756671107359,0.560805412562278,-0.0240564450223411,0.512474305652352,-0.0189600252606555,0.150513178953615,0.143062882435278,0.680527109714259,0.342794378383079,-0.440356853184824,-0.118047439264241,-0.272679298106137,-0.0113058872268093,-0.0483028899232399,-0.136023382945312,0.0535535695165696,0.131874872974047,-0.334941249875464
